COMPTE,SUJET,ENTITE__APPORTEUR,LEAD__RESP,ASSOCIE,STEP,PROB,SELL_ON,CODE_TOTEM,CA_BT__N__KE,CA_SST_INTERNE__N__KE,CA_SST_EXTERNE__N__KE,CA_MARKUP__N__KE,DONT_PCA__N_MOINS_1___KE,CA__N_PLUS_1___KE,COMMENTAIRES,DATE_DE_DEBUT_PREVUE_MISSION,OFFRE_PRINCIPALE,SECTEUR,GROUPE,TOTAL_CA_VENDU_N__KE,CA_BT_PONDERE__N__KE,D_QUALIF,D_DEBUT_REDACT°_PROPALE,D_ENVOI__PROPALE,D_GAIN,D_CLOTURE__PERTE,WEEK,DATE_REF
L'Oréal,Choix de solution cible d'éditique - Option,WBT,JPG,JSO,6 - En sommeil,0.0,Oui,NA,4.5,NA,NA,NA,NA,NA,NA,2017-05-20T00:00:00Z,ETM,Industrie,L'Oréal,0.0,0.0,2016-12-23T00:00:00Z,2017-01-09T00:00:00Z,2017-01-14T00:00:00Z,NA,2017-05-18T00:00:00Z,28.0,2017-07-09
L'Oréal,Acculturation IT nouvelle génération,WBT,JPG,JSO,2 - A émettre,0.8,Non,LORYYY,25.0,NA,NA,NA,NA,NA,NA,2017-07-25T00:00:00Z,ETM,Industrie,L'Oréal,20.0,20.0,2017-06-13T00:00:00Z,2017-06-19T00:00:00Z,NA,NA,NA,28.0,2017-07-09
L'Oréal,IIF - Ateliers de Design Thinking - Diamant 1,WBT,MLN,ORE,4 - Gagnée,1.0,Non,LOR002,11.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Industrie,L'Oréal,11.0,11.0,NA,NA,2016-09-12T00:00:00Z,2016-09-22T00:00:00Z,NA,28.0,2017-07-09
L'Oréal,TED v2 - Ajout des risques / API,WBT,JPG,ORE,0 - A qualifier,0.2,Oui,NA,20.0,NA,NA,NA,NA,NA,NA,NA,ETM,Industrie,L'Oréal,4.0,4.0,NA,NA,NA,NA,NA,28.0,2017-07-09
L'Oréal,IIF - Ateliers de Design Thinking - Diamant 2,WBT,MLN,ORE,3 - Emise,0.8,Oui,LORXXX,9.0,NA,NA,NA,NA,NA,NA,2017-06-30T00:00:00Z,Digital Innovation,Industrie,L'Oréal,7.2,7.2,NA,NA,2017-04-04T00:00:00Z,NA,NA,28.0,2017-07-09
La Poste DSEM,Mise en place du processus Solutions & Produits - Sell on,WBT,JPG,ORE,4 - Gagnée,1.0,Oui,WM/POS056,6.4,NA,NA,NA,NA,NA,NA,2017-04-21T00:00:00Z,Transformation,Para-public,La Poste,6.4,6.4,NA,2017-03-10T00:00:00Z,2017-04-21T00:00:00Z,2017-04-24T00:00:00Z,NA,28.0,2017-07-09
La Poste DSEM,Mise en place du processus Solutions & Produits,WBT,JPG,ORE,4 - Gagnée,1.0,Non,WM/POS056,32.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,La Poste,32.0,32.0,2017-01-20T00:00:00Z,2017-01-25T00:00:00Z,2017-01-25T00:00:00Z,2017-01-25T00:00:00Z,NA,28.0,2017-07-09
La Poste DSEM,Appui à la transformation de la DSEM (PCA 2016),WBT,JPG,ORE,4 - Gagnée,1.0,Non,POS099,2.5,NA,NA,NA,2.5,NA,NA,NA,Transformation,Para-public,La Poste,2.5,2.5,NA,NA,NA,2016-06-21T00:00:00Z,NA,28.0,2017-07-09
La Poste DSEM,Accompagnement Transformation Managers de Proximité - Lot 2 ,WBT,MBO,ORE,6 - En sommeil,0.0,Non,NA,100.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Para-public,La Poste,0.0,0.0,2016-01-25T00:00:00Z,2016-06-14T00:00:00Z,2016-06-20T00:00:00Z,2016-04-07T00:00:00Z,2017-01-17T00:00:00Z,28.0,2017-07-09
La Poste DSEM,Mise en place du processus Solutions & Produits - Follow-up,WBT,JPG,ORE,1 - Qualifiée,0.4,Non,WM/POS056,9.600000000000001,NA,NA,NA,NA,NA,NA,2017-05-25T00:00:00Z,Transformation,Para-public,La Poste,3.8400000000000007,3.8400000000000007,2017-04-24T00:00:00Z,2017-03-10T00:00:00Z,2017-04-21T00:00:00Z,NA,NA,28.0,2017-07-09
La Poste DSEM,Optimisation de l'activité des encadrants,WBT,JPG,ORE,7 - Perdue,0.0,Non,NA,57.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,La Poste,0.0,0.0,2016-12-21T00:00:00Z,2017-01-30T00:00:00Z,2017-02-14T00:00:00Z,NA,2017-03-10T00:00:00Z,28.0,2017-07-09
La Poste Groupe,Accompagnement GDPR,WBT,CGE,JSO,7 - Perdue,0.0,Non,NA,30.0,NA,NA,NA,NA,NA,En cours de qualif avec M. Frerebeau,NA,Sécurité,Para-public,La Poste,0.0,0.0,2017-04-11T00:00:00Z,NA,NA,NA,2017-06-16T00:00:00Z,28.0,2017-07-09
La Poste Groupe,GPEC - Filière SI,WIES,SAS,OGR,4 - Gagnée,1.0,Non,WM/POS055,19.25,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,La Poste,19.25,19.25,NA,NA,2017-01-13T00:00:00Z,2017-01-19T00:00:00Z,NA,28.0,2017-07-09
La Poste Groupe,DRH - Accompagnement AMOA/MOA,WBT,ORE,ORE,4 - Gagnée,1.0,Non,NA,NA,360.0,NA,NA,NA,NA,Staffing IES et Airmis,2017-03-21T00:00:00Z,Transformation,Para-public,La Poste,360.0,0.0,NA,NA,2017-03-21T00:00:00Z,2017-04-04T00:00:00Z,NA,28.0,2017-07-09
Lagardère,IIF - Atelier Design Thinking,WBT,MLN,ORE,4 - Gagnée,1.0,NON,ATR002,0.9,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,LAGARDERE,0.9,0.9,NA,NA,NA,2017-03-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - AE - Plan d'action (PCA 2016),WBT,LPE,OGR,4 - Gagnée,1.0,Oui,POS097,28.0,NA,NA,NA,28.0,NA,NA,NA,ETM,Banque,La Poste,28.0,28.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,28.0,2017-07-09
LBP,Data - Veille technique,WBT,OGR,OGR,1 - Qualifiée,0.2,Oui,POS100,10.0,NA,NA,NA,NA,NA,OGR : RDV à planifier 1ère semaine de janvier,NA,Digital Innovation,Banque,La Poste,2.0,2.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LBP,Data - Gouvernance des données,WBT,OGR,OGR,1 - Qualifiée,0.2,Oui,POS100,10.0,NA,NA,NA,NA,NA,OGR : RDV à planifier 1ère semaine de janvier,NA,Digital Innovation,Banque,La Poste,2.0,2.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LBP,CdS - PST - Programme Service Telecom sous-traitance,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,NA,98.0,NA,NA,NA,NA,NA,2017-03-10T00:00:00Z,Transformation,Banque,La Poste,98.0,0.0,NA,NA,2017-03-13T00:00:00Z,2017-04-26T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PST - Programme Service Telecom PMO Programme,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,110.0,NA,NA,NA,NA,NA,NA,2017-03-10T00:00:00Z,Transformation,Banque,La Poste,110.0,110.0,NA,NA,2017-03-13T00:00:00Z,2017-04-26T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming PMO juin-dec,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,45.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,45.0,45.0,NA,2017-01-19T00:00:00Z,NA,2017-04-21T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PSP - Option analyse existant TDO,WBT,NQU,ORE,4 - Gagnée,1.0,Non,POS100,5.0,NA,NA,NA,0.0,NA,NA,NA,ETM,Banque,La Poste,5.0,5.0,NA,NA,NA,2017-04-18T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecture  (SST-EXT A. Agi) - T2,WBT,BFA,ORE,4 - Gagnée,1.0,Oui,POS100,NA,NA,50.0,1.25,NA,NA,"sst Alexandre Agi, devis émis",NA,Sécurité,Banque,La Poste,51.25,0.0,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-31T00:00:00Z,2017-04-03T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Pilotage sécurité T2 + T3 (SST Airmis),WBT,BFA,ORE,4 - Gagnée,1.0,Oui,POS100,NA,83.0,NA,20.0,NA,NA,Reconduction LLU jusqu'à octobre 2017,NA,Sécurité,Banque,La Poste,103.0,0.0,NA,NA,NA,2017-04-03T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecte STCA - A/M/J 2017,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,10.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Banque,La Poste,10.0,10.0,2017-03-22T00:00:00Z,2017-03-24T00:00:00Z,NA,2017-04-03T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - CTRA - PMO service PSP,WBT,NQU,ORE,4 - Gagnée,1.0,Oui,POS100,81.3,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,81.3,81.3,2017-02-15T00:00:00Z,2017-03-02T00:00:00Z,NA,2017-03-09T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecte STCA - M/A 2017,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,26.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Banque,La Poste,26.0,26.0,NA,NA,NA,2017-03-03T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Convergence annuaire STME,WBT,BFA/OTR,ORE,4 - Gagnée,1.0,Non,POS100,120.0,NA,50.0,NA,NA,NA,NA,2017-06-20T00:00:00Z,Sécurité,Banque,La Poste,170.0,120.0,NA,2017-06-08T00:00:00Z,2017-06-13T00:00:00Z,2017-06-16T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PPM - Banque Digitale - Pilotage socle,WBT,JPG / OTR / NQU,ORE,4 - Gagnée,1.0,Non,POS100,143.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,143.0,143.0,NA,2017-01-13T00:00:00Z,2017-01-23T00:00:00Z,2017-02-03T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PPM - Banque Digitale - Architecture socle (SST-EXT),WBT,JPG / OTR / NQU,ORE,4 - Gagnée,1.0,Non,POS100,NA,NA,55.352,7.548,NA,NA,perte de 40% du CA / Fin de mission anticipée à fin juin / forte modification du planning projet,NA,ETM,Banque,La Poste,62.9,0.0,NA,2017-01-13T00:00:00Z,2017-02-02T00:00:00Z,2017-02-03T00:00:00Z,2017-02-02T00:00:00Z,28.0,2017-07-09
LBP,CdS - ITTR - Pilotage de portefeuille (SST-EXT EWI),WBT,JPG,ORE,4 - Gagnée,1.0,Non,POS100,NA,NA,47.8,9.9,NA,NA,NA,NA,Transformation,Banque,La Poste,57.699999999999996,0.0,NA,2017-01-13T00:00:00Z,NA,2017-01-27T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - ITTR - Pilotage PASI v2 (SST-EXT XSOM),WBT,JPG,ORE,4 - Gagnée,1.0,Non,POS100,NA,NA,56.7,8.5,NA,NA,NA,NA,Transformation,Banque,La Poste,65.2,0.0,NA,2017-01-13T00:00:00Z,NA,2017-01-27T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - ITTR/PPI - Pilotage projet déploiement (SST Airmis),WBT,KBE / JPG,ORE,4 - Gagnée,1.0,Non,NA,NA,16.0,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,16.0,0.0,NA,2017-01-13T00:00:00Z,NA,2017-01-27T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - Pipe anticipé,WBT,JPG,ORE,4 - Gagnée,1.0,Oui,POSANT,100.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,La Poste,100.0,100.0,NA,2017-01-13T00:00:00Z,NA,2017-01-20T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecture  (SST-EXT A. Agi) -T1 ,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,NA,NA,50.0,1.25,NA,NA,"sst Alexandre Agi, devis émis",NA,Sécurité,Banque,La Poste,51.25,0.0,2016-12-01T00:00:00Z,2016-12-08T00:00:00Z,2016-12-15T00:00:00Z,2017-01-05T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecture - STCA v2 - T1,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,94.845,NA,NA,NA,NA,NA,"LPE : STCA pour LPE, BFA, GMO",NA,Sécurité,Banque,La Poste,94.845,94.845,NA,2016-11-10T00:00:00Z,NA,2017-01-05T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecture Convergence Annuaire - T1,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,29.0,NA,NA,NA,NA,NA,"LPE : NAC, JPG",NA,Sécurité,Banque,La Poste,29.0,29.0,NA,2016-11-10T00:00:00Z,NA,2017-01-05T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Pilotage sécurité T1 (SST Airmis),WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,10.8,46.3825,NA,NA,NA,NA,LPE : Pilotage LLU,NA,Sécurité,Banque,La Poste,57.182500000000005,10.8,NA,2016-11-10T00:00:00Z,NA,2017-01-05T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming PMO Jan-mai,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,75.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,75.0,75.0,NA,2016-11-10T00:00:00Z,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming DP Jan-mai,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,79.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,79.0,79.0,NA,2016-11-10T00:00:00Z,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming SEA Jan-mai,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,80.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,80.0,80.0,NA,2016-11-10T00:00:00Z,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming DP juin-dec,WBT,OTR,ORE,2 - A émettre,0.6,Oui,POS100,56.0,NA,NA,NA,NA,NA,NA,2017-06-30T00:00:00Z,Transformation,Banque,La Poste,33.6,33.6,NA,2017-01-19T00:00:00Z,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Projet Replatforming SEA juin-dec,WBT,OTR,ORE,2 - A émettre,0.8,Oui,POS100,60.0,NA,NA,NA,NA,NA,NA,2017-06-30T00:00:00Z,Transformation,Banque,La Poste,48.0,48.0,NA,2017-01-19T00:00:00Z,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Mise en oeuvre PA ARS-iT saison 1 (PCA 2016),WBT,BFA/OTR/CGE,ORE,4 - Gagnée,1.0,Oui,POS097,8.0,NA,NA,NA,8.0,NA,NA,NA,Sécurité,Banque,La Poste,8.0,8.0,2016-08-23T00:00:00Z,2016-09-02T00:00:00Z,2016-11-23T00:00:00Z,2016-12-21T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PSP -  Etude existant  TDO (PCA 2016),WBT,OTR,ORE,4 - Gagnée,1.0,Non,POS097,15.0,NA,NA,NA,15.0,NA,NA,NA,ETM,Banque,La Poste,15.0,15.0,NA,2016-11-07T00:00:00Z,2016-11-23T00:00:00Z,2016-12-02T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - PCA 2016,WBT,LPE,ORE,4 - Gagnée,1.0,Oui,POS097,13.0,NA,NA,NA,13.3,NA,NA,NA,ETM,Banque,La Poste,13.0,13.0,NA,2016-11-10T00:00:00Z,NA,2016-11-23T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - DC - Pilotage PRA Régional (PCA 2016),WBT,JPG,ORE,4 - Gagnée,1.0,Oui,POS097,10.0,NA,NA,NA,10.0,NA,NA,NA,Transformation,Banque,La Poste,10.0,10.0,NA,2016-08-31T00:00:00Z,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PPM - Banque Digitale - PMO Domaine ARC (SST Airmis),WBT,JPG,ORE,4 - Gagnée,1.0,Non,POS100,NA,134.0,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,134.0,0.0,2016-08-30T00:00:00Z,NA,2016-09-02T00:00:00Z,2016-09-16T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - Big Data - Architecture fonctionnelle et gouvernance,WBT,OTR / JPG,ORE,0 - A qualifier,0.2,Oui,POS100,10.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,La Poste,2.0,2.0,NA,2016-05-10T00:00:00Z,NA,NA,2016-09-27T00:00:00Z,28.0,2017-07-09
LBP,CdS - CTRA - accompagnement Trait d'Union,WBT,NQU,ORE,0 - A qualifier,0.2,Non,POS100,10.0,NA,NA,NA,NA,NA,Petit ticket avant qualification,NA,Digital Innovation,Banque,La Poste,2.0,2.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecte - Migration des partenaires ILEX,WBT,BFA/OTR,ORE,4 - Gagnée,1.0,Oui,POS100,NA,NA,55.0,11.0,NA,NA,Win le 6/6,NA,Sécurité,Banque,La Poste,66.0,0.0,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-31T00:00:00Z,2017-06-06T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - SLG - Chiffrage IAM,WBT,LPE / BFA,ORE,5 - No follow,0.0,Oui,POS100,15.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Banque,La Poste,0.0,0.0,NA,2017-03-03T00:00:00Z,NA,NA,2017-05-05T00:00:00Z,28.0,2017-07-09
LBP,CdS - LPM - Conformité LPM vague 1,WBT,NQU/CGE,ORE,7 - Perdue,0.0,Oui,POS100,92.0,NA,NA,NA,NA,NA,NA,2017-03-21T00:00:00Z,Sécurité,Banque,La Poste,0.0,0.0,NA,NA,2017-03-20T00:00:00Z,NA,2017-05-02T00:00:00Z,28.0,2017-07-09
LBP,CdS - SLG - Architecte STCA - prévi,WBT,LPE / BFA,ORE,0 - A qualifier,0.2,Oui,POS100,30.0,NA,NA,NA,NA,NA,ligne de prévisionnel sur l'année,NA,Sécurité,Banque,La Poste,6.0,6.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LBP,CdS - DC - Cadrage LPM,WBT,NQU/OTR,ORE,1 - qualifiée,0.2,Oui,POS100,30.0,NA,NA,NA,NA,NA,Estimation budgétaire en cours,NA,Transformation,Banque,La Poste,6.0,6.0,2017-03-04T00:00:00Z,NA,NA,NA,2017-03-07T00:00:00Z,28.0,2017-07-09
LBP,CdS - Architecture filiale et partenaires T1,WBT,OTR,ORE,1 - Qualifiée,0.2,Non,POS100,40.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,La Poste,8.0,8.0,2016-12-02T00:00:00Z,2016-11-07T00:00:00Z,2016-11-23T00:00:00Z,NA,NA,28.0,2017-07-09
LBP,CdS - SLG - Architecte STCA - POC AE,WBT,LPE / BFA,ORE,7 - Perdue,0.0,Oui,POS100,10.0,NA,NA,NA,NA,NA,BFA : Lost car retard client (pas de visibilité sur date de début) ,NA,Sécurité,Banque,La Poste,0.0,0.0,NA,2017-03-03T00:00:00Z,NA,NA,2017-03-24T00:00:00Z,28.0,2017-07-09
LBP,CdS - SLG - Architecte STCA - DAT N°1,WBT,LPE / BFA,ORE,4 - Gagnée,1.0,Oui,POS100,162.5,NA,30.0,NA,NA,NA,BFA : Décision  du client le 10/05 suite à décalage d'une semaine,2017-05-10T00:00:00Z,Sécurité,Banque,La Poste,192.5,162.5,2017-03-22T00:00:00Z,2017-03-31T00:00:00Z,2017-05-05T00:00:00Z,2017-05-11T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - PPM - Banque Digitale - Architecture socle - Lot 2 (SST-EXT),WBT,JPG / OTR / NQU,ORE,5 - No follow,0.0,Oui,POS100,NA,NA,40.0,5.0,NA,30.0,NA,NA,ETM,Banque,La Poste,0.0,0.0,NA,2017-01-13T00:00:00Z,2017-01-23T00:00:00Z,NA,2017-02-03T00:00:00Z,28.0,2017-07-09
LBP,CdS - CTRA - Analyse d'impact LPM Monetique,WBT,NQU,ORE,5 - No follow,0.0,Oui,POS100,27.0,NA,NA,NA,NA,NA,Le job est embarqué dans AO global LPM,NA,Transformation,Banque,La Poste,0.0,0.0,NA,2017-02-02T00:00:00Z,2017-02-15T00:00:00Z,NA,2017-03-07T00:00:00Z,28.0,2017-07-09
LBP,CdS - DMR - Assistance PMO pour LPM DMR/SSI,WBT,BFA / OTR,ORE,5 - No follow,0.0,Non,POS100,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,La Poste,0.0,0.0,NA,NA,NA,NA,2017-03-03T00:00:00Z,28.0,2017-07-09
LBP,CdS - MLC - Accompagnement CDIS avril-mai,WBT,OTR,ORE,4 - Gagnée,1.0,Oui,POS100,17.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,17.0,17.0,NA,NA,NA,2017-03-31T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - MLC - Accompagnement CDIS juin-dec,WBT,OTR,ORE,2 - A émettre,0.8,Oui,POS100,59.882,NA,NA,NA,NA,NA,NA,2017-06-30T00:00:00Z,Transformation,Banque,La Poste,47.9056,47.9056,NA,2017-04-21T00:00:00Z,NA,NA,NA,28.0,2017-07-09
LBP,CdS - ITTR - Vision cible 2020-2025 Infra Télécom Réseau et PdT,WBT,JPG,ORE,3 - Emise,0.4,Non,POS100,48.0,NA,NA,NA,NA,NA,NA,2017-07-20T00:00:00Z,ETM,Banque,La Poste,19.200000000000003,19.200000000000003,NA,2017-01-13T00:00:00Z,2017-05-09T00:00:00Z,NA,2017-04-04T00:00:00Z,28.0,2017-07-09
LBP,CdS - ITTR - Vision cible 2020-2025 Infra Télécom Réseau et PdT - MAJ vision S2,WBT,JPG,ORE,0 - A qualifier,0.2,Non,POS100,35.0,NA,NA,NA,NA,NA,NA,2017-09-30T00:00:00Z,ETM,Banque,La Poste,7.0,7.0,NA,2017-01-13T00:00:00Z,2017-05-09T00:00:00Z,NA,2017-04-04T00:00:00Z,28.0,2017-07-09
LBP,CdS - CTRA - Accompagnement TDO,WBT,NQU,ORE,5 - No follow,0.0,Oui,POS100,30.0,NA,NA,NA,0.0,NA,Réalisé en interne,NA,ETM,Banque,La Poste,0.0,0.0,NA,2017-04-04T00:00:00Z,NA,NA,2017-04-28T00:00:00Z,28.0,2017-07-09
LBP,CdS - SLG - Assistance RSSI RLP,WBT,CGE,ORE,1 - Qualifiée,0.2,Non,POS100,50.0,NA,NA,NA,NA,NA,Prestation distincte de l'assistance de Karima B,NA,Sécurité,Banque,La Poste,10.0,10.0,2017-02-03T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
LBP,CdS - ITTR/TRT - Pilotage portefeuille de projet Cloisonnement,WBT,JPG,ORE,6 - En sommeil,0.0,Non,POS100,10.0,50.0,NA,NA,NA,NA,NA,NA,Transformation,Banque,La Poste,0.0,0.0,NA,2017-01-13T00:00:00Z,NA,NA,2017-03-21T00:00:00Z,28.0,2017-07-09
LBP,CdS - Conduite de projet – Niveau 3 - IDF « IAM (Identity et Access Management) ».,WBT,JPG/CGE,ORE,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Banque,La Poste,2.0,2.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LBP,CdS - CTRA - Précadrage DAT OIG,WBT,NQU,ORE,4 - Gagnée,1.0,Oui,POS100,7.6,NA,NA,NA,0.0,NA,NA,NA,ETM,Banque,La Poste,7.6,7.6,NA,NA,NA,2017-06-10T00:00:00Z,NA,28.0,2017-07-09
LBP,CdS - CTRA - DAT OIG,WBT,NQU,ORE,4 - Gagnée,1.0,Oui,POS100,49.3,NA,NA,NA,0.0,NA,Une partie risque d'être externalisée faute de ressource,NA,ETM,Banque,La Poste,49.3,49.3,NA,2017-05-18T00:00:00Z,NA,2017-06-16T00:00:00Z,NA,28.0,2017-07-09
Leclerc Réunion,Stratégie Digitale,WBT,TBD,MMO,0 - A qualifier,0.2,Non,NA,100.0,NA,NA,NA,NA,NA,RV Client le 20/6,2017-06-30T00:00:00Z,Digital Innovation,Retail,Excellence,20.0,20.0,NA,NA,NA,NA,NA,28.0,2017-07-09
LECTRA,IIF - Constuction du service Innovation et des Lab associés,WBT,MBO,ORE,3 - Emise,0.4,Non,LECXXX,130.0,NA,NA,NA,NA,NA,NA,2017-07-15T00:00:00Z,Digital Innovation,Industrie,Lectra,52.0,52.0,2017-01-18T00:00:00Z,NA,2017-02-27T00:00:00Z,NA,NA,28.0,2017-07-09
LVMH,LVMH - Cadrage Programme Call Centrer,WBT,MLO,JSO,4 - Gagnée,1.0,Non,LVM006,84.5,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,LVMH,84.5,84.5,NA,2017-01-23T00:00:00Z,NA,2017-01-29T00:00:00Z,NA,28.0,2017-07-09
LVMH,Cadrage agilité ,WBT,MLO,JSO,6 - En sommeil,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,LVMH,0.0,0.0,NA,NA,NA,NA,2017-01-29T00:00:00Z,28.0,2017-07-09
LVMH,LVMH - Cadrage Programme Call Centrer,WBT,MLO,JSO,4 - Gagnée,1.0,Oui,LVM006,45.0,NA,NA,NA,0.0,NA,NA,NA,ETM,Retail,LVMH,45.0,45.0,NA,NA,NA,2017-07-03T00:00:00Z,NA,28.0,2017-07-09
LVMH,LVMH - Cadrage Programme Call Centrer,WBT,MLO,JSO,1 - Qualifiée,1.0,Oui,LVM006,24.0,NA,NA,NA,0.0,NA,NA,NA,ETM,Retail,LVMH,24.0,24.0,2017-07-03T00:00:00Z,NA,NA,2017-07-03T00:00:00Z,NA,28.0,2017-07-09
Maddyness,IIF - Création d'un media fictif,WBT,MLN,ORE,3 - Emise,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,2017-09-30T00:00:00Z,Digital Innovation,Service,Maddyness,4.0,4.0,NA,2017-03-13T00:00:00Z,2017-04-14T00:00:00Z,NA,NA,28.0,2017-07-09
Malakoff Merédic,Malakoff Merédic - Intervention Datalab,WIES,JDO,MMO,4 - Gagnée,1.0,Non,WM/MAKOF026,10.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Malakoff Mérédic,10.0,10.0,NA,NA,2017-02-08T00:00:00Z,2017-02-10T00:00:00Z,NA,28.0,2017-07-09
Malakoff Merédic,Malakoff Merédic - Cartographie compétences IT,WAss,JPR,JPR,1 - Qualifiée,0.4,Non,NA,30.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,Malakoff Mérédic,12.0,12.0,2017-06-29T00:00:00Z,NA,2017-02-08T00:00:00Z,2017-02-10T00:00:00Z,NA,28.0,2017-07-09
